;Address;Email Address;Name;Household Size
9011;66 Wells Street 09942 Elaine Ville;samuel48@gmail ;Mrs. Rosie Stephenson;3
9012;99 Hussain Street 63794 Patrick Ville;emurphy@hotmail ;Donald Brown;3
9013;14 Lord Street 71357 Mohamed Ville;jessica24@johnson-owens ;Nathan Davis;2
9014;71 Green Street 31665 Josephine Ville;millertony@williams.org;Barry Williams-Warren;2
9015;24 Hutchinson Street 88497 Ian Ville;willisemily@gmail ;Mathew Cartwright;3
9016;55 Phillips Street 95402 Michelle Ville;nelsonjune@yahoo ;Miss Jean Thomas;3
9017;34 Hewitt Street 01569 Damian Ville;smithrebecca@jones ;Mr. Graham Fisher;4
9018;75 Lee Street 38381 Clifford Ville;hking@gmail ;Kimberley Brown;3
9019;47 Edwards Street 29943 Owen Ville;garry97@murphy ;Dr. Lawrence Barrett;2
9020;63 Savage Street 42562 Wayne Ville;jjones@yahoo ;Alexandra Cartwright;3
9021;05 Shepherd Street 62033 Peter Ville;fiona78@hotmail ;Maureen Mills;3
9022;74 Lloyd Street 48444 Michelle Ville;mohammadwebster@thompson-gilbert ;Ellie Miles;3
9023;51 Green Street 96822 Charles Ville;gareth84@gmail ;Marion Allen;2
9024;14 Evans Street 68369 Christopher Ville;eileen62@yahoo ;Miss Carol Macdonald;2
9025;09 Rowley Street 37400 Barbara Ville;dpowell@hotmail ;Mrs. Charlotte Briggs;3
9026;56 Clayton Street 76515 Keith Ville;holly01@wilkins ;Ms. Megan Ross;2
9027;13 Howard Street 34531 Roger Ville;emma81@yahoo ;Mary Smith;4
9028;34 Whitehouse Street 73043 Joanna Ville;nyates@hotmail ;Stewart Barrett;3
9029;29 Turner Street 50074 Roy Ville;owenfrederick@parsons ;Timothy Williams;4
9030;54 Page Street 50230 Arthur Ville;rfield@harrison ;Dr. Jennifer Davies;2
9031;34 Grant Street 50115 Eileen Ville;victoria22@riley.com;Mrs. Clare Bray;4
9032;65 Harris Street 56621 Andrew Ville;smithantony@jones.info;Dr. Graham Armstrong;2
9033;63 Hudson Street 00731 Melanie Ville;janice75@robinson.org;Luke Murphy;3
9034;68 Thomson Street 01067 Lee Ville;wendyhopkins@hotmail ;Marcus Evans;4
9035;23 Phillips Street 68870 Robin Ville;antony70@williams ;Ms. Katherine Dawson;3
9036;18 Owen Street 50227 Gemma Ville;walshnathan@gmail ;Mr. Geoffrey West;3
9037;82 Cameron Street 22132 Marie Ville;joseph69@gmail ;Rachel Hawkins;4
9038;98 Brown Street 68618 Pauline Ville;yvonne89@hotmail ;Mr. Roy Armstrong;3
9039;36 Holloway Street 97741 Bryan Ville;raymondhumphreys@armstrong-powell ;Helen Franklin;3
9040;75 Lucas Street 30527 Jason Ville;josephinewright@gmail ;Mark Ahmed;5
9041;60 Todd Street 55219 Timothy Ville;kbrown@hughes ;Mathew Forster;4
9042;17 Wilson Street 06921 Wendy Ville;natashawright@gmail ;Russell Daly;4
9043;75 Dickinson Street 75506 Bradley Ville;stephen23@chan ;Mr. Shaun Gregory;4
9044;96 James Street 69553 Oliver Ville;ymyers@clarke.com;Jenna Taylor;2
9045;54 Harris Street 45339 Joanne Ville;georgiacox@chamberlain.info;Alison Fuller;2
9046;80 Jackson Street 63033 Jasmine Ville;junewebster@connor.com;Katy Williams;4
9047;34 Davison Street 02382 Frederick Ville;henryevans@gmail ;Patricia Hyde;3
9048;06 Sanderson Street 22242 Laura Ville;denisesimpson@yahoo ;Lorraine Johnston;3
9049;33 Kaur Street 94734 Timothy Ville;rahmanbernard@yahoo ;Damian Schofield;2
9050;80 Thompson Street 94033 Harry Ville;caroleward@smith-doyle.com;Ms. Bethany White;3
9051;15 Holland Street 00208 Geoffrey Ville;jennifer30@gmail ;Terry Reeves;4
9052;98 Chapman Street 36559 Kevin Ville;frederick08@hotmail ;Benjamin Miller;4
9053;69 Edwards Street 93861 Leslie Ville;bernard48@yahoo ;Mandy Hartley-Connolly;1
9054;63 Begum Street 84487 Patricia Ville;fmills@thomas-noble ;Josh Brown;4
9055;69 Stewart Street 42023 Louise Ville;deborahsimpson@gmail ;Toby Stewart-Waters;3
9056;38 Taylor Street 09285 Mohamed Ville;abradshaw@hotmail ;Cameron Briggs;4
9057;83 Begum Street 95936 Anthony Ville;gailjones@wood ;Mohammed Lucas;2
9058;24 Ball Street 16644 Paige Ville;balldenise@hotmail ;Ricky Lees;4
9059;41 Bowen Street 53502 Sam Ville;kimberleymurray@perry ;Geraldine Morgan;3
9060;52 Johnson Street 89197 Philip Ville;kevin44@scott.org;Brett Blake;4
9061;76 Powell Street 58403 Raymond Ville;zbates@hotmail ;Joanne Lee;2
9062;41 Collins Street 50051 Josephine Ville;barbara58@hotmail ;Mr. Gary Henry;5
9063;17 Jones Street 25331 Graham Ville;susanbishop@wood.info;Owen Williams;3
9064;77 Taylor Street 77551 Naomi Ville;andrew19@jones.net;Jemma Bates;5
9065;07 Peters Street 44621 James Ville;ujohnson@thompson-scott.org;Melissa Hussain;2
9066;35 Birch Street 53365 Guy Ville;curtiselizabeth@wong.org;Jacqueline Morris-Arnold;3
9067;02 Nelson Street 61658 Charlotte Ville;jasminemorris@yahoo ;Ms. Sophie Watts;4
9068;06 Wheeler Street 12459 Alan Ville;eleanordixon@hotmail ;Douglas Hunt;2
9069;17 Jones Street 46825 Catherine Ville;benjaminblake@gmail ;David Moore;3
9070;43 Brown Street 49833 Tom Ville;yclements@king.com;Andrea Smith;3
9071;23 Kaur Street 39063 Joyce Ville;amber07@harris.com;Martyn Dale;4
9072;02 Hargreaves Street 72427 Kevin Ville;cgrant@hotmail ;Philip Taylor;3
9073;64 Parkinson Street 41579 Marilyn Ville;jean18@gmail ;Joseph Allen;4
9074;95 Marsh Street 70930 Jodie Ville;joel10@gmail ;Mr. Max Johnson;4
9075;76 Payne Street 91018 Duncan Ville;lesley05@hotmail ;Suzanne Hunt;6
9076;39 Butcher Street 25773 Debra Ville;krice@clarke ;Ruth Leonard;3
9077;32 Lewis Street 17904 Julian Ville;fwebster@gmail ;Ms. Lorraine Davies;3
9078;26 Williams Street 56842 Marion Ville;zoejackson@fry ;Joan Patel-Patel;3
9079;03 Mann Street 76913 Sam Ville;taylorhugh@yahoo ;Emma Murray;3
9080;92 Jackson Street 27445 Denise Ville;pamela10@buckley.info;Fiona Fowler-Ward;3
9081;97 Davies Street 51899 Jay Ville;jackjohnson@gmail ;Mrs. Nicole Harrison;3
9082;48 Carter Street 26493 Denise Ville;gillian93@yahoo ;Duncan Burgess;4
9083;63 Rose Street 85782 Jordan Ville;francescafreeman@hotmail ;Adrian Jones;3
9084;59 Jones Street 03112 Tracey Ville;scottfowler@pearce ;Brian Weston;3
9085;05 Newton Street 25176 Norman Ville;nigelbooth@murray.org;Miss Aimee Knight;4
9086;20 Palmer Street 01568 Michael Ville;pearsonlindsey@baxter.org;Ms. Charlotte Doherty;4
9087;54 Martin Street 73608 Ross Ville;janetgardiner@gmail ;Christine Dean;3
9088;71 Smith Street 55164 Rosie Ville;lindseymacdonald@wilson-parkinson ;Jill Thomas;4
9089;07 Robertson Street 62939 Joe Ville;morleycarol@hotmail ;Jeffrey James;3
9090;17 Knight Street 26408 Mary Ville;barrettrosemary@gmail ;Miss Tina Holmes;3
9091;18 Walker Street 62160 Jay Ville;npatel@hayes-woodward ;Ms. Patricia Holmes;3
9092;48 Brown Street 71663 Mohammad Ville;alord@yahoo ;Abdul Holt-Rowe;4
9093;96 Clayton Street 50670 Jay Ville;ashleigh11@yahoo ;Guy Ward;3
9094;04 Blake Street 11631 Frank Ville;vanessa32@hotmail ;Eileen Young;3
9095;02 Thompson Street 09598 Ben Ville;craig53@gmail ;Norman James;4
9096;99 Butcher Street 86990 Rachael Ville;ftomlinson@gmail ;Annette Rose-Barker;4
9097;29 Slater Street 02092 Jennifer Ville;webbben@gmail ;Mrs. Kim Rose;4
9098;71 Walsh Street 51140 Rosemary Ville;ryanboyle@yahoo ;Jessica Burton;2
9099;50 Whittaker Street 15067 Dennis Ville;jeremy59@james-coleman ;Joanna Collins;4
9100;72 Lowe Street 04673 Joel Ville;jennifer37@gmail ;Gerald Martin;2
9101;36 Jones Street 23655 Teresa Ville;wwilliams@yahoo ;Dr. Brett Robinson;3
9102;77 Patel Street 17901 Margaret Ville;lambfrederick@morris ;Francesca Ward;3
9103;03 Price Street 94601 Joel Ville;jparker@yates-james.info;Guy Smart;3
9104;23 Booth Street 31964 Edward Ville;jack60@gmail ;Hannah Ford;2
9105;16 Riley Street 59314 Rita Ville;bconnolly@hotmail ;Miss Katie Pearson;5
9106;55 Hughes Street 15307 Bruce Ville;alexander04@richards ;Deborah Clark;3
9107;45 Wood Street 41615 Leigh Ville;abdul38@webb ;Rachel Kent;3
9108;92 Perry Street 10383 Wendy Ville;irene02@dennis-burton ;Garry Fletcher-Bennett;3
9109;62 Robinson Street 11004 Jemma Ville;fgray@yahoo ;Francis Bennett;3
9110;76 Thompson Street 18537 William Ville;ricky74@gmail ;Lisa Smith;2
9111;37 Allen Street 98223 Ellie Ville;pateljasmine@ford.org;Colin Butcher;3
9112;03 Wheeler Street 33566 Lesley Ville;evanslee@yahoo ;Mr. Jay Power;4
9113;04 McDonald Street 44328 Darren Ville;craigmoore@webb ;Miss Irene Berry;3
9114;66 Sheppard Street 54800 Deborah Ville;amandacarter@hotmail ;Denise Austin;2
9115;62 Perry Street 80431 Louis Ville;kieransingh@gmail ;Grace Dawson-Faulkner;3
9116;39 Shaw Street 55091 Lynne Ville;whardy@gmail ;Mr. Alexander O'Brien;3
9117;91 Harrison Street 03369 Deborah Ville;davidking@hotmail ;Dr. Reece Hill;4
9118;64 Wilson Street 96700 Angela Ville;barkerconor@yahoo ;Mr. Liam Brown;2
9119;60 May Street 71545 Carole Ville;gail33@clark-wheeler ;Sally Smith;3
9120;89 Taylor Street 49853 Ross Ville;pturnbull@mills ;Danielle Gallagher;3
9121;11 Jones Street 51513 Carole Ville;kwilliams@hotmail ;Mr. Clive White;4
9122;93 Bell Street 55262 Henry Ville;ykent@hotmail ;Olivia Palmer-Bradshaw;3
9123;67 Dobson Street 42978 Victor Ville;tmorley@yahoo ;Joan Jones-Green;4
9124;08 Harvey Street 35943 Reece Ville;whitetracey@baker-riley.net;Martin Fry;3
9125;05 Reid Street 60792 Roy Ville;rhopkins@todd-webb.org;Luke Wallis;2
9126;79 Allen Street 20254 Katie Ville;lbird@yahoo ;Dr. Allan Morgan;2
9127;04 Butler Street 91468 Carolyn Ville;oharrison@fraser-welch.com;Annette Tucker;3
9128;99 Coleman Street 67670 Kim Ville;georginamorgan@yahoo ;Marcus Lucas;3
9129;35 Clark Street 35433 Terry Ville;patelshaun@robinson-turner ;Mr. Simon Parker;3
9130;95 Shaw Street 08210 Melanie Ville;ufuller@walsh.info;Mrs. Megan Poole;4
9131;65 Hamilton Street 34360 Rebecca Ville;anna11@wells-gibbs ;Miss Amy Hughes;4
9132;26 Taylor Street 42349 Jessica Ville;lorraine38@perry ;Nicholas Robinson;3
9133;78 Begum Street 82499 Norman Ville;joshwilliamson@brown ;Stacey Hall;4
9134;63 Price Street 85202 Frederick Ville;robinsonpeter@thomson ;Amanda Iqbal;2
9135;75 Townsend Street 11721 Nicole Ville;sarahcurtis@dixon.org;Duncan Chan-Wilson;2
9136;13 Singh Street 91094 Rhys Ville;xyoung@hotmail ;Annette Evans;2
9137;68 Harris Street 74862 Keith Ville;sadams@price ;Jeffrey King;3
9138;54 Murray Street 37088 Paula Ville;teresagardner@yahoo ;Charlene Haynes;3
9139;08 Howell Street 27948 Lawrence Ville;hughesjanice@shaw.net;Miss Carolyn King;2
9140;77 Morrison Street 44113 Cheryl Ville;emily93@taylor.org;Jane Wood;4
9141;54 Bradley Street 82987 Janet Ville;ann89@matthews-cox.com;Dr. Albert Sharpe;3
9142;20 Smith Street 47524 Eleanor Ville;georgedavies@gmail ;Rachael Hughes-Clarke;3
9143;02 Holden Street 75599 Teresa Ville;barryboyle@gmail ;Tom Morris-Edwards;2
9144;90 North Street 37123 Janet Ville;oneillchristian@hotmail ;Dr. Glenn Armstrong;3
9145;10 Bennett Street 96170 Lynne Ville;chloe61@webster.org;Sheila West;3
9146;90 Peacock Street 70583 Shane Ville;jemmajones@howard-russell.com;Mr. John Humphries;4
9147;83 Giles Street 00153 Paige Ville;grayangela@yahoo ;Mrs. Kim Faulkner;3
9148;80 Patel Street 92282 Kevin Ville;qwood@bird.net;Nicholas Norton;3
9149;17 Hanson Street 12701 Owen Ville;sara93@wood.org;Ms. Samantha North;3
9150;41 Parker Street 27812 Adam Ville;huntermarcus@yahoo ;Leanne Page;3
9151;87 Gibson Street 77064 Dean Ville;qdean@talbot ;Nigel Hughes;3
9152;06 Mills Street 92812 Michael Ville;stonelesley@cooper ;Martin Mann;2
9153;15 McCarthy Street 57155 Melanie Ville;brenda01@hotmail ;Ruth Phillips;3
9154;63 Moss Street 08307 Marie Ville;taylorabigail@atkinson.net;Miss Hannah White;4
9155;41 Brooks Street 03027 Stanley Ville;ricekathleen@hotmail ;Mitchell Taylor;2
9156;01 Cook Street 59127 Richard Ville;kherbert@mcdonald-bryant.net;Dr. Jonathan Bailey;5
9157;25 Davies Street 81854 Andrew Ville;macdonaldlynne@gmail ;Dr. Paul Parker;3
9158;53 Harvey Street 86649 Richard Ville;terencepalmer@yahoo ;Miss Samantha Adams;3
9159;71 Hopkins Street 72430 Amanda Ville;scott32@gmail ;Mr. Connor Hamilton;4
9160;15 Baker Street 23319 Rhys Ville;patrickmorley@iqbal.org;Mrs. Patricia Baker;2
9161;75 Smith Street 61962 Iain Ville;lindamason@gmail ;Mark Collins;3
9162;00 Jones Street 35727 Lindsey Ville;susangriffiths@miller ;Henry Hill;3
9163;15 Shaw Street 96731 Joseph Ville;gerald84@russell ;Victoria Baker;4
9164;56 Morris Street 09262 Ronald Ville;rmoore@taylor-jones ;Lewis Price;3
9165;82 Bates Street 42339 Nathan Ville;bbuckley@gmail ;Jean Shaw;3
9166;67 Johnson Street 77070 Hazel Ville;cbarrett@smith ;Ashley Smith;3
9167;24 Byrne Street 14103 Toby Ville;matthewstoby@smith.info;Leah Francis;3
9168;88 White Street 67779 Bryan Ville;rwhittaker@watson-griffiths.org;Dr. Lynda Allen;3
9169;84 Baker Street 39215 Deborah Ville;lgraham@evans ;Toby Harding;4
9170;72 King Street 23824 Ashleigh Ville;geoffreypage@yahoo ;William Rogers-Jenkins;3
9171;93 Oliver Street 08491 Linda Ville;youngcolin@owen ;Anna Jones;3
9172;94 Hart Street 31665 Christine Ville;dawsonnorman@yahoo ;Mr. Dennis Scott;3
9173;71 Farmer Street 99225 Hayley Ville;cburton@adams ;Paige Foster;3
9174;07 Wood Street 06469 Shaun Ville;jonesgregory@yahoo ;Douglas Roberts-Joyce;3
9175;14 Roberts Street 80185 Callum Ville;helen06@smith.net;Gary Robertson;3
9176;25 King Street 99263 Kevin Ville;jturner@gmail ;Ross Richards;4
9177;21 Tyler Street 52637 Duncan Ville;harrisstephanie@gmail ;Pamela Gregory;2
9178;68 French Street 03917 Elliot Ville;hillmark@watkins ;Dale Leonard;3
9179;11 Mitchell Street 26154 Danielle Ville;lynnbaldwin@morgan.net;Debra Stone;4
9180;02 Phillips Street 24694 Andrea Ville;daviesemma@hotmail ;Dr. Simon Evans;4
9181;13 Dennis Street 69586 Julie Ville;zwood@holmes ;Alice Smith-Jones;4
9182;74 Jones Street 96471 Raymond Ville;osullivandean@owen-ellis ;Marion Parker;3
9183;31 Barrett Street 56594 Christian Ville;kerrywilson@davies-chapman.net;Ms. Claire Brooks;5
9184;51 Fraser Street 19271 Benjamin Ville;stewartben@smith ;Ms. Rita Brown;2
9185;06 Waters Street 04158 Sara Ville;fisherdenis@hotmail ;Dr. Billy Power;3
9186;14 Humphreys Street 44482 Sharon Ville;brett06@benson-martin.com;Justin Savage;3
9187;80 Frost Street 22725 Duncan Ville;fjones@watson-oneill ;Dr. Bethany Mitchell;3
9188;54 Howarth Street 08971 Luke Ville;ycox@wilson ;Annette Chambers;3
9189;64 Clark Street 63519 Jeffrey Ville;ellisdavid@hotmail ;Stanley Dixon;4
9190;65 Thomas Street 69848 Jordan Ville;singhruth@hotmail ;Mr. Timothy Goddard;3
9191;88 Cole Street 52066 Lauren Ville;tbennett@gmail ;David Cook-Graham;3
9192;50 Williams Street 59096 Bethany Ville;gschofield@singh-parker ;Louise Woodward;3
9193;46 Williamson Street 44799 Naomi Ville;danielchan@hotmail ;Nicole Porter;3
9194;11 Wade Street 49399 Alan Ville;watersdean@holmes-stewart ;Jake King;3
9195;98 Stevenson Street 38824 Ann Ville;adamsannette@hotmail ;Kate Chadwick;3
9196;25 Walker Street 55037 Jack Ville;robinjenkins@gmail ;Stewart Hicks;2
9197;41 Wilson Street 18789 Guy Ville;denise77@hotmail ;Dorothy Patterson;3
9198;96 Marshall Street 49844 Leigh Ville;jean69@gmail ;Dr. Damian Griffiths;3
9199;44 George Street 40649 Marian Ville;ythomas@jennings-hammond.info;Lawrence Wright;3
9200;07 Murphy Street 23309 Jacob Ville;mroberts@hotmail ;Mr. Kyle Andrews;5
9201;28 Jones Street 29832 Marilyn Ville;vincent19@yahoo ;Ms. Victoria Stevens;3
9202;06 Pearson Street 60643 Jeremy Ville;gcooper@gmail ;Richard Mason-Hayward;5
9203;61 Gibson Street 79372 Carole Ville;frice@mason-powell.org;Ms. Gemma Walsh;3
9204;22 Barton Street 14217 Marie Ville;yevans@chamberlain ;Dr. Martin Brown;5
9205;47 Watson Street 94581 Abdul Ville;colinadams@hotmail ;Ashleigh Morris;4
9206;08 Jones Street 20663 Sara Ville;mshaw@roberts ;Paige Howard-Kerr;3
9207;46 Rice Street 96267 Ricky Ville;paula13@hotmail ;Annette Walton;3
9208;35 Taylor Street 35465 Henry Ville;bradley11@thornton-taylor.info;Natasha Clark;4
9209;32 Wong Street 52565 Fiona Ville;clivesimpson@yahoo ;Julian Walker-Summers;4
9210;06 Holden Street 76250 Gemma Ville;sharon73@henderson-middleton ;Shaun Waters-Smith;3
9211;82 Bowen Street 09813 Mary Ville;elewis@yahoo ;Ms. Kirsty Jones;3
9212;31 Collier Street 41109 Nicole Ville;mhill@yahoo ;Gerald Robinson;3
9213;64 Jenkins Street 76931 Jordan Ville;marc93@hotmail ;Stephen Elliott;3
9214;53 Roberts Street 95188 Daniel Ville;julia63@yahoo ;Mr. Carl McDonald;3
9215;80 Richards Street 31644 Melissa Ville;saraparker@johnson ;Kim Fowler;4
9216;36 Harvey Street 43443 Sandra Ville;zmccarthy@stevens ;Terence Wood;3
9217;09 King Street 61042 Clare Ville;akhtarabdul@gmail ;Elaine Kelly;3
9218;39 Butler Street 03753 Deborah Ville;lbates@clarke ;Maureen Ball;3
9219;67 Adams Street 19739 Raymond Ville;lisa55@gmail ;Nicola Allen;3
9220;97 Todd Street 08855 Paula Ville;natasha60@dunn-wilson ;Ms. Abigail Ward;3
9221;15 Chapman Street 64469 Donna Ville;qfrench@yahoo ;Elliot Smith;3
9222;11 Williams Street 14613 Lucy Ville;eileen31@gmail ;Maria Wilson;4
9223;94 Campbell Street 13674 Connor Ville;bpickering@hawkins.net;Marie Willis;3
9224;45 Goodwin Street 23174 Annette Ville;graeme69@sullivan ;Ms. June Townsend;4
9225;78 Hunt Street 77996 Marian Ville;norman65@brown.net;Natalie Mason;4
9226;73 Howell Street 89986 Ian Ville;lgraham@smith-clark ;Dr. Rosemary Graham;4
9227;36 Page Street 23204 Dale Ville;graeme65@yahoo ;Paige Jones;3
9228;60 Collier Street 83485 Gregory Ville;ileonard@green-smith ;Dr. Adam Lawrence;5
9229;35 Walker Street 12606 Guy Ville;swhitehead@smart.org;Conor Fuller;3
9230;09 Marshall Street 32637 Jason Ville;bruce10@moore-phillips ;Christine Bradshaw;3
9231;66 Powell Street 93329 Tina Ville;elliotcoles@brooks.org;Danny Hudson;4
9232;47 Coles Street 10653 Jason Ville;awilliams@price ;Kirsty Ellis-Green;4
9233;93 Mason Street 08826 Dylan Ville;barnesgregory@hotmail ;Ms. Claire Webb;4
9234;37 John Street 68345 Stephanie Ville;jlewis@hotmail ;Dale Ellis;3
9235;79 Richards Street 78272 Nigel Ville;jake11@hotmail ;Dr. Dennis Tucker;5
9236;68 Dale Street 58901 Joseph Ville;ljames@young-hill ;Christian Morton-Fraser;3
9237;79 Green Street 64903 Terry Ville;hillcarolyn@yahoo ;Tracy Morgan-Bartlett;3
9238;33 Owens Street 73374 Denise Ville;nicole90@robinson-hancock ;Kevin Dale;3
9239;91 Ahmed Street 01157 Megan Ville;gemmasmith@gmail ;Dr. Jennifer Cartwright;5
9240;00 Morris Street 65631 Karen Ville;glen52@yahoo ;Bryan Thomas;3
9241;43 McDonald Street 60408 Dennis Ville;henrycooper@gmail ;Geraldine Wilson;2
9242;34 Knight Street 44320 Clare Ville;tyoung@cartwright-mcdonald ;Dr. Allan Shaw;4
9243;25 Kelly Street 04626 Chloe Ville;mcdonaldgareth@gmail ;Mr. Roger Harvey;4
9244;00 Rose Street 34105 Keith Ville;harrisduncan@atkinson-miller ;Mr. Wayne Knight;3
9245;64 Hyde Street 76577 Lisa Ville;lholmes@booth-french ;Abdul Coates;3
9246;17 Jones Street 63260 James Ville;allenphilip@moore ;Samantha Wright;3
9247;70 Thomas Street 23819 Amanda Ville;bradleyliam@hotmail ;Chloe Cooper;3
9248;64 Field Street 94210 Conor Ville;leslie17@ahmed ;Marc White-Brown;4
9249;18 Singh Street 24644 Katie Ville;craig05@davey.com;Miss Angela Ward;3
9250;96 Williams Street 14441 Harriet Ville;hendersonfrances@gmail ;Christine Graham;2
9251;65 Payne Street 89709 Danny Ville;michelleskinner@moran-payne ;Stewart Watson;4
9252;31 Robinson Street 43698 Kyle Ville;vsmart@davis ;Leonard Cooper-Smith;2
9253;98 Williams Street 91467 Callum Ville;sophie26@ellis ;Bryan Davies;3
9254;50 Campbell Street 48386 Tony Ville;dannywhite@powell-taylor ;Bernard Johnson;4
9255;13 Cole Street 33709 Francesca Ville;sheila52@lawson ;Trevor Shaw;3
9256;32 Hall Street 85786 Ryan Ville;zoe91@butler ;Dr. Keith Fox;3
9257;08 Ward Street 07675 Lynn Ville;warrenjean@gmail ;Raymond Stone;3
9258;12 Smith Street 38731 Russell Ville;zwoodward@johnson-smith ;Luke Spencer;4
9259;65 Summers Street 21173 Ricky Ville;vjones@hotmail ;Dr. Yvonne Jones;3
9260;88 Morgan Street 34163 Andrea Ville;kbutler@yahoo ;Dr. Chelsea Rowley;3
9261;85 Mann Street 78995 Brandon Ville;khanmathew@martin ;Marc Johnston-Forster;5
9262;33 Smith Street 47980 Leon Ville;liam39@yahoo ;Joel Robinson-Hart;3
9263;01 King Street 00604 Danny Ville;hmoss@black-parker ;Miss Donna Ford;3
9264;88 Riley Street 47758 Jane Ville;julianchapman@hotmail ;Aaron Walsh;3
9265;22 Baker Street 27769 Natalie Ville;robertscarly@robinson.org;Matthew Simmons;4
9266;77 Buckley Street 04250 Sandra Ville;beth24@hotmail ;Bethan Lees;2
9267;37 James Street 45585 Timothy Ville;uwalker@miles-day.org;Dr. Josephine Cook;3
9268;71 Nicholls Street 97652 Jeremy Ville;xbarton@hotmail ;Mrs. Marilyn Ahmed;3
9269;77 Bond Street 67521 Paige Ville;probson@gmail ;Duncan Singh;3
9270;01 Wright Street 09621 Mary Ville;karlshaw@gmail ;Ms. Janice Henry;2
9271;67 Thomas Street 72382 Dennis Ville;antony13@gmail ;Charlie Pugh;3
9272;13 Jenkins Street 60199 Jade Ville;nicholsonmartyn@hotmail ;Damien Wright;4
